,Date,Close,Open,High,Low,Vol.,Change %
2125,"Feb 06, 1998",291.83,291.83,291.83,291.83,0,1.00%
2126,"Feb 09, 1998",289.34,289.34,289.34,289.34,0,-0.85%
2127,"Feb 10, 1998",294.22,294.22,294.22,294.22,0,1.69%
2128,"Feb 11, 1998",293.04,293.04,293.04,293.04,0,-0.40%
2129,"Feb 12, 1998",292.89,292.89,292.89,292.89,0,-0.05%
2130,"Feb 13, 1998",290.81,290.81,290.81,290.81,0,-0.71%
2131,"Feb 17, 1998",288.39,288.39,288.39,288.39,0,-0.83%
2132,"Feb 18, 1998",292.46,292.46,292.46,292.46,0,1.41%
2133,"Feb 19, 1998",296.55,296.55,296.55,296.55,0,1.40%
2134,"Feb 20, 1998",297.18,297.18,297.18,297.18,0,0.21%
2135,"Feb 23, 1998",303.56,303.56,303.56,303.56,0,2.15%
2136,"Feb 24, 1998",299.72,299.72,299.72,299.72,0,-1.26%
2137,"Feb 25, 1998",306.08,306.08,306.08,306.08,0,2.12%
2138,"Feb 26, 1998",307.37,307.37,307.37,307.37,0,0.42%
2139,"Feb 27, 1998",304.83,304.83,304.83,304.83,0,-0.83%
2140,"Mar 02, 1998",299.42,299.42,299.42,299.42,0,-1.77%
2141,"Mar 03, 1998",297.05,297.05,297.05,297.05,0,-0.79%
2142,"Mar 04, 1998",298.46,298.46,298.46,298.46,0,0.47%
2143,"Mar 05, 1998",284.92,284.92,284.92,284.92,0,-4.54%
2144,"Mar 06, 1998",291.5,291.5,291.5,291.5,0,2.31%
2145,"Mar 09, 1998",281.51,281.51,281.51,281.51,0,-3.43%
2146,"Mar 10, 1998",286.33,286.33,286.33,286.33,0,1.71%
2147,"Mar 11, 1998",288.44,288.44,288.44,288.44,0,0.74%
2148,"Mar 12, 1998",291.88,291.88,291.88,291.88,0,1.19%
2149,"Mar 13, 1998",292.63,292.63,292.63,292.63,0,0.26%
2150,"Mar 16, 1998",295.21,295.21,295.21,295.21,0,0.88%
2151,"Mar 17, 1998",291.54,291.54,291.54,291.54,0,-1.24%
2152,"Mar 18, 1998",294.1,294.1,294.1,294.1,0,0.88%
2153,"Mar 19, 1998",296,296,296,296,0,0.65%
2154,"Mar 20, 1998",292.73,292.73,292.73,292.73,0,-1.10%
2155,"Mar 23, 1998",296.07,296.07,296.07,296.07,0,1.14%
2156,"Mar 24, 1998",300.67,300.67,300.67,300.67,0,1.55%
2157,"Mar 25, 1998",307.02,307.02,307.02,307.02,0,2.11%
2158,"Mar 26, 1998",308.01,308.01,308.01,308.01,0,0.32%
2159,"Mar 27, 1998",307.18,307.18,307.18,307.18,0,-0.27%
2160,"Mar 30, 1998",305.43,305.43,305.43,305.43,0,-0.57%
2161,"Mar 31, 1998",309.47,309.47,309.47,309.47,0,1.32%
2162,"Apr 01, 1998",312.01,312.01,312.01,312.01,0,0.82%
2163,"Apr 02, 1998",313.48,313.48,313.48,313.48,0,0.47%
2164,"Apr 03, 1998",314.12,314.12,314.12,314.12,0,0.20%
2165,"Apr 06, 1998",307.1,307.1,307.1,307.1,0,-2.23%
2166,"Apr 07, 1998",299.02,299.02,299.02,299.02,0,-2.63%
2167,"Apr 08, 1998",301.98,301.98,301.98,301.98,0,0.99%
2168,"Apr 09, 1998",303.95,303.95,303.95,303.95,0,0.65%
2169,"Apr 13, 1998",302.83,302.83,302.83,302.83,0,-0.37%
2170,"Apr 14, 1998",306.49,306.49,306.49,306.49,0,1.21%
2171,"Apr 15, 1998",313.25,313.25,313.25,313.25,0,2.21%
2172,"Apr 16, 1998",310.02,310.02,310.02,310.02,0,-1.03%
2173,"Apr 17, 1998",312.01,312.01,312.01,312.01,0,0.64%
2174,"Apr 20, 1998",318.26,318.26,318.26,318.26,0,2.00%
2175,"Apr 21, 1998",326.13,326.13,326.13,326.13,0,2.47%
2176,"Apr 22, 1998",332.36,332.36,332.36,332.36,0,1.91%
2177,"Apr 23, 1998",326.38,326.38,326.38,326.38,0,-1.80%
2178,"Apr 24, 1998",327.36,327.36,327.36,327.36,0,0.30%
2179,"Apr 27, 1998",320.06,320.06,320.06,320.06,0,-2.23%
2180,"Apr 28, 1998",319.94,319.94,319.94,319.94,0,-0.04%
2181,"Apr 29, 1998",323.93,323.93,323.93,323.93,0,1.25%
2182,"Apr 30, 1998",326.59,326.59,326.59,326.59,0,0.82%
2183,"May 01, 1998",328.37,328.37,328.37,328.37,0,0.55%
2184,"May 04, 1998",328.17,328.17,328.17,328.17,0,-0.06%
2185,"May 05, 1998",328.54,328.54,328.54,328.54,0,0.11%
2186,"May 06, 1998",326.4,326.4,326.4,326.4,0,-0.65%
2187,"May 07, 1998",324,324,324,324,0,-0.74%
2188,"May 08, 1998",331.66,331.66,331.66,331.66,0,2.36%
2189,"May 11, 1998",327.35,327.35,327.35,327.35,0,-1.30%
2190,"May 12, 1998",332.14,332.14,332.14,332.14,0,1.46%
2191,"May 13, 1998",334.79,334.79,334.79,334.79,0,0.80%
2192,"May 14, 1998",332.12,332.12,332.12,332.12,0,-0.80%
2193,"May 15, 1998",326.2,326.2,326.2,326.2,0,-1.78%
2194,"May 18, 1998",323.31,323.31,323.31,323.31,0,-0.89%
2195,"May 19, 1998",325.57,325.57,325.57,325.57,0,0.70%
2196,"May 20, 1998",321.08,321.08,321.08,321.08,0,-1.38%
2197,"May 21, 1998",317.62,317.62,317.62,317.62,0,-1.08%
2198,"May 22, 1998",315.23,315.23,315.23,315.23,0,-0.75%
2199,"May 26, 1998",310.52,310.52,310.52,310.52,0,-1.49%
2200,"May 27, 1998",312.93,312.93,312.93,312.93,0,0.78%
2201,"May 28, 1998",312.37,312.37,312.37,312.37,0,-0.18%
2202,"May 29, 1998",305.93,305.93,305.93,305.93,0,-2.06%
2203,"Jun 01, 1998",299,299,299,299,0,-2.27%
2204,"Jun 02, 1998",304.82,304.82,304.82,304.82,0,1.95%
2205,"Jun 03, 1998",298.35,298.35,298.35,298.35,0,-2.12%
2206,"Jun 04, 1998",306.33,306.33,306.33,306.33,0,2.67%
2207,"Jun 05, 1998",310.64,310.64,310.64,310.64,0,1.41%
2208,"Jun 08, 1998",311.41,311.41,311.41,311.41,0,0.25%
2209,"Jun 09, 1998",315.46,315.46,315.46,315.46,0,1.30%
2210,"Jun 10, 1998",309.82,309.82,309.82,309.82,0,-1.79%
2211,"Jun 11, 1998",305.5,305.5,305.5,305.5,0,-1.39%
2212,"Jun 12, 1998",306.06,306.06,306.06,306.06,0,0.18%
2213,"Jun 15, 1998",299.4,299.4,299.4,299.4,0,-2.18%
2214,"Jun 16, 1998",307.67,307.67,307.67,307.67,0,2.76%
2215,"Jun 17, 1998",308.84,308.84,308.84,308.84,0,0.38%
2216,"Jun 18, 1998",308.09,308.09,308.09,308.09,0,-0.24%
2217,"Jun 19, 1998",309.73,309.73,309.73,309.73,0,0.53%
2218,"Jun 22, 1998",316.06,316.06,316.06,316.06,0,2.04%
2219,"Jun 23, 1998",325.97,325.97,325.97,325.97,0,3.14%
2220,"Jun 24, 1998",333.42,333.42,333.42,333.42,0,2.29%
2221,"Jun 25, 1998",329.97,329.97,329.97,329.97,0,-1.03%
2222,"Jun 26, 1998",332.41,332.41,332.41,332.41,0,0.74%
2223,"Jun 29, 1998",337.35,337.35,337.35,337.35,0,1.49%
2224,"Jun 30, 1998",335.89,335.89,335.89,335.89,0,-0.43%
2225,"Jul 01, 1998",339.59,339.59,339.59,339.59,0,1.10%
2226,"Jul 02, 1998",332.65,332.65,332.65,332.65,0,-2.04%
2227,"Jul 06, 1998",335.7,335.7,335.7,335.7,0,0.92%
2228,"Jul 07, 1998",336.82,336.82,336.82,336.82,0,0.33%
2229,"Jul 08, 1998",343.89,343.89,343.89,343.89,0,2.10%
2230,"Jul 09, 1998",346.53,346.53,346.53,346.53,0,0.77%
2231,"Jul 10, 1998",348.34,348.34,348.34,348.34,0,0.52%
2232,"Jul 13, 1998",356.2,356.2,356.2,356.2,0,2.26%
2233,"Jul 14, 1998",354.14,354.14,354.14,354.14,0,-0.58%
2234,"Jul 15, 1998",360.61,360.61,360.61,360.61,0,1.83%
2235,"Jul 16, 1998",363.04,363.04,363.04,363.04,0,0.67%
2236,"Jul 17, 1998",366.76,366.76,366.76,366.76,0,1.02%
2237,"Jul 20, 1998",370.41,370.41,370.41,370.41,0,1.00%
2238,"Jul 21, 1998",365.08,365.08,365.08,365.08,0,-1.44%
2239,"Jul 22, 1998",360.69,360.69,360.69,360.69,0,-1.20%
2240,"Jul 23, 1998",353.02,353.02,353.02,353.02,0,-2.13%
2241,"Jul 24, 1998",352.06,352.06,352.06,352.06,0,-0.27%
2242,"Jul 27, 1998",356.89,356.89,356.89,356.89,0,1.37%
2243,"Jul 28, 1998",352.03,352.03,352.03,352.03,0,-1.36%
2244,"Jul 29, 1998",347.03,347.03,347.03,347.03,0,-1.42%
2245,"Jul 30, 1998",359.62,359.62,359.62,359.62,0,3.63%
2246,"Jul 31, 1998",350.48,350.48,350.48,350.48,0,-2.54%
2247,"Aug 03, 1998",349.09,349.09,349.09,349.09,0,-0.40%
2248,"Aug 04, 1998",336.04,336.04,336.04,336.04,0,-3.74%
2249,"Aug 05, 1998",341.05,341.05,341.05,341.05,0,1.49%
2250,"Aug 06, 1998",349.96,349.96,349.96,349.96,0,2.61%
2251,"Aug 07, 1998",348.55,348.55,348.55,348.55,0,-0.40%
2252,"Aug 10, 1998",347.26,347.26,347.26,347.26,0,-0.37%
2253,"Aug 11, 1998",340.98,340.98,340.98,340.98,0,-1.81%
2254,"Aug 12, 1998",346.5,346.5,346.5,346.5,0,1.62%
2255,"Aug 13, 1998",341.58,341.58,341.58,341.58,0,-1.42%
2256,"Aug 14, 1998",339.96,339.96,339.96,339.96,0,-0.47%
2257,"Aug 17, 1998",348.52,348.52,348.52,348.52,0,2.52%
2258,"Aug 18, 1998",357.46,357.46,357.46,357.46,0,2.57%
2259,"Aug 19, 1998",356.16,356.16,356.16,356.16,0,-0.36%
2260,"Aug 20, 1998",354.82,354.82,354.82,354.82,0,-0.38%
2261,"Aug 21, 1998",350.29,350.29,350.29,350.29,0,-1.28%
2262,"Aug 24, 1998",349.84,349.84,349.84,349.84,0,-0.13%
2263,"Aug 25, 1998",352.05,352.05,352.05,352.05,0,0.63%
2264,"Aug 26, 1998",350.55,350.55,350.55,350.55,0,-0.43%
2265,"Aug 27, 1998",335.15,335.15,335.15,335.15,0,-4.39%
2266,"Aug 28, 1998",323.84,323.84,323.84,323.84,0,-3.37%
2267,"Aug 31, 1998",293,293,293,293,0,-9.52%
2268,"Sep 01, 1998",311.59,311.59,311.59,311.59,0,6.34%
2269,"Sep 02, 1998",313.62,313.62,313.62,313.62,0,0.65%
2270,"Sep 03, 1998",310.2,310.2,310.2,310.2,0,-1.09%
2271,"Sep 04, 1998",307.53,307.53,307.53,307.53,0,-0.86%
2272,"Sep 08, 1998",327.3,327.3,327.3,327.3,0,6.43%
2273,"Sep 09, 1998",321.62,321.62,321.62,321.62,0,-1.74%
2274,"Sep 10, 1998",313.88,313.88,313.88,313.88,0,-2.41%
2275,"Sep 11, 1998",326.25,326.25,326.25,326.25,0,3.94%
2276,"Sep 14, 1998",331.02,331.02,331.02,331.02,0,1.46%
2277,"Sep 15, 1998",333.61,333.61,333.61,333.61,0,0.78%
2278,"Sep 16, 1998",336.19,336.19,336.19,336.19,0,0.77%
2279,"Sep 17, 1998",324.91,324.91,324.91,324.91,0,-3.36%
2280,"Sep 18, 1998",324.72,324.72,324.72,324.72,0,-0.06%
2281,"Sep 21, 1998",331.77,331.77,331.77,331.77,0,2.17%
2282,"Sep 22, 1998",332.78,332.78,332.78,332.78,0,0.30%
2283,"Sep 23, 1998",346.23,346.23,346.23,346.23,0,4.04%
2284,"Sep 24, 1998",340,340,340,340,0,-1.80%
2285,"Sep 25, 1998",346.86,346.86,346.86,346.86,0,2.02%
2286,"Sep 28, 1998",345.17,345.17,345.17,345.17,0,-0.49%
2287,"Sep 29, 1998",344.38,344.38,344.38,344.38,0,-0.23%
2288,"Sep 30, 1998",331.83,331.83,331.83,331.83,0,-3.64%
2289,"Oct 01, 1998",315.64,315.64,315.64,315.64,0,-4.88%
2290,"Oct 02, 1998",312.93,312.93,312.93,312.93,0,-0.86%
2291,"Oct 05, 1998",296.86,296.86,296.86,296.86,0,-5.14%
2292,"Oct 06, 1998",291.36,291.36,291.36,291.36,0,-1.85%
2293,"Oct 07, 1998",286.34,286.34,286.34,286.34,0,-1.72%
2294,"Oct 08, 1998",283.36,283.36,283.36,283.36,0,-1.04%
2295,"Oct 09, 1998",300.74,300.74,300.74,300.74,0,6.13%
2296,"Oct 12, 1998",311.61,311.61,311.61,311.61,0,3.61%
2297,"Oct 13, 1998",302.6,302.6,302.6,302.6,0,-2.89%
2298,"Oct 14, 1998",308.58,308.58,308.58,308.58,0,1.98%
2299,"Oct 15, 1998",324.64,324.64,324.64,324.64,0,5.20%
2300,"Oct 16, 1998",325.1,325.1,325.1,325.1,0,0.14%
2301,"Oct 19, 1998",329.36,329.36,329.36,329.36,0,1.31%
2302,"Oct 20, 1998",323.13,323.13,323.13,323.13,0,-1.89%
2303,"Oct 21, 1998",336.03,336.03,336.03,336.03,0,3.99%
2304,"Oct 22, 1998",340.12,340.12,340.12,340.12,0,1.22%
2305,"Oct 23, 1998",337.21,337.21,337.21,337.21,0,-0.86%
2306,"Oct 26, 1998",343.93,343.93,343.93,343.93,0,1.99%
2307,"Oct 27, 1998",342.17,342.17,342.17,342.17,0,-0.51%
2308,"Oct 28, 1998",347.82,347.82,347.82,347.82,0,1.65%
2309,"Oct 29, 1998",352.59,352.59,352.59,352.59,0,1.37%
2310,"Oct 30, 1998",354.04,354.04,354.04,354.04,0,0.41%
2311,"Nov 02, 1998",358.26,358.26,358.26,358.26,0,1.19%
2312,"Nov 03, 1998",354.18,354.18,354.18,354.18,0,-1.14%
2313,"Nov 04, 1998",363.33,363.33,363.33,363.33,0,2.58%
2314,"Nov 05, 1998",365.68,365.68,365.68,365.68,0,0.65%
2315,"Nov 06, 1998",370.23,370.23,370.23,370.23,0,1.24%
2316,"Nov 09, 1998",372.04,372.04,372.04,372.04,0,0.49%
2317,"Nov 10, 1998",374.85,374.85,374.85,374.85,0,0.76%
2318,"Nov 11, 1998",379.48,379.48,379.48,379.48,0,1.24%
2319,"Nov 12, 1998",375.45,375.45,375.45,375.45,0,-1.06%
2320,"Nov 13, 1998",373.35,373.35,373.35,373.35,0,-0.56%
2321,"Nov 16, 1998",376.64,376.64,376.64,376.64,0,0.88%
2322,"Nov 17, 1998",380.11,380.11,380.11,380.11,0,0.92%
2323,"Nov 18, 1998",383.51,383.51,383.51,383.51,0,0.89%
2324,"Nov 19, 1998",386.95,386.95,386.95,386.95,0,0.90%
2325,"Nov 20, 1998",389.19,389.19,389.19,389.19,0,0.58%
2326,"Nov 23, 1998",402.01,402.01,402.01,402.01,0,3.29%
2327,"Nov 24, 1998",401.47,401.47,401.47,401.47,0,-0.13%
2328,"Nov 25, 1998",404.33,404.33,404.33,404.33,0,0.71%
2329,"Nov 27, 1998",409.49,409.49,409.49,409.49,0,1.28%
2330,"Nov 30, 1998",394.69,394.69,394.69,394.69,0,-3.61%
2331,"Dec 01, 1998",412.79,412.79,412.79,412.79,0,4.59%
2332,"Dec 02, 1998",410.66,410.66,410.66,410.66,0,-0.52%
2333,"Dec 03, 1998",400.8,400.8,400.8,400.8,0,-2.40%
2334,"Dec 04, 1998",416.01,416.01,416.01,416.01,0,3.79%
2335,"Dec 07, 1998",428.61,428.61,428.61,428.61,0,3.03%
2336,"Dec 08, 1998",427.14,427.14,427.14,427.14,0,-0.34%
2337,"Dec 09, 1998",429.73,429.73,429.73,429.73,0,0.61%
2338,"Dec 10, 1998",419.71,419.71,419.71,419.71,0,-2.33%
2339,"Dec 11, 1998",426.28,426.28,426.28,426.28,0,1.57%
2340,"Dec 14, 1998",410.17,410.17,410.17,410.17,0,-3.78%
2341,"Dec 15, 1998",422.12,422.12,422.12,422.12,0,2.91%
2342,"Dec 16, 1998",419.09,419.09,419.09,419.09,0,-0.72%
2343,"Dec 17, 1998",427.74,427.74,427.74,427.74,0,2.06%
2344,"Dec 18, 1998",437.7,437.7,437.7,437.7,0,2.33%
2345,"Dec 21, 1998",449.93,449.93,449.93,449.93,0,2.79%
2346,"Dec 22, 1998",446.82,446.82,446.82,446.82,0,-0.69%
2347,"Dec 23, 1998",459.6,459.6,459.6,459.6,0,2.86%
2348,"Dec 24, 1998",456.36,456.36,456.36,456.36,0,-0.70%
2349,"Dec 28, 1998",458.36,458.36,458.36,458.36,0,0.44%
2350,"Dec 29, 1998",456.21,456.21,456.21,456.21,0,-0.47%
2351,"Dec 30, 1998",453.47,453.47,453.47,453.47,0,-0.60%
2352,"Dec 31, 1998",452.51,452.51,452.51,452.51,0,-0.21%
2353,"Jan 04, 1999",458.06,458.06,458.06,458.06,0,1.23%
2354,"Jan 05, 1999",470.37,470.37,470.37,470.37,0,2.69%
2355,"Jan 06, 1999",482.15,482.15,482.15,482.15,0,2.50%
2356,"Jan 07, 1999",483.76,483.76,483.76,483.76,0,0.33%
2357,"Jan 08, 1999",485.17,485.17,485.17,485.17,0,0.29%
2358,"Jan 11, 1999",492.88,492.88,492.88,492.88,0,1.59%
2359,"Jan 12, 1999",476.21,476.21,476.21,476.21,0,-3.38%
2360,"Jan 13, 1999",476.96,476.96,476.96,476.96,0,0.16%
2361,"Jan 14, 1999",468.34,468.34,468.34,468.34,0,-1.81%
2362,"Jan 15, 1999",486.7,486.7,486.7,486.7,0,3.92%
2363,"Jan 19, 1999",500.74,500.74,500.74,500.74,0,2.88%
2364,"Jan 20, 1999",506.55,506.55,506.55,506.55,0,1.16%
2365,"Jan 21, 1999",492.59,492.59,492.59,492.59,0,-2.76%
2366,"Jan 22, 1999",482.89,482.89,482.89,482.89,0,-1.97%
2367,"Jan 25, 1999",490.79,490.79,490.79,490.79,0,1.64%
2368,"Jan 26, 1999",512.5,512.5,512.5,512.5,0,4.42%
2369,"Jan 27, 1999",505.51,505.51,505.51,505.51,0,-1.36%
2370,"Jan 28, 1999",520.79,520.79,520.79,520.79,0,3.02%
2371,"Jan 29, 1999",530.69,530.69,530.69,530.69,0,1.90%
2372,"Feb 01, 1999",529.33,529.33,529.33,529.33,0,-0.26%
2373,"Feb 02, 1999",519,519,519,519,0,-1.95%
2374,"Feb 03, 1999",522.43,522.43,522.43,522.43,0,0.66%
2375,"Feb 04, 1999",498.98,498.98,498.98,498.98,0,-4.49%
2376,"Feb 05, 1999",488.36,488.36,488.36,488.36,0,-2.13%
2377,"Feb 08, 1999",497.56,497.56,497.56,497.56,0,1.88%
2378,"Feb 09, 1999",475.51,475.51,475.51,475.51,0,-4.43%
2379,"Feb 10, 1999",481.51,481.51,481.51,481.51,0,1.26%
2380,"Feb 11, 1999",503.63,503.63,503.63,503.63,0,4.59%
2381,"Feb 12, 1999",483.39,483.39,483.39,483.39,0,-4.02%
2382,"Feb 16, 1999",480.6,480.6,480.6,480.6,0,-0.58%
2383,"Feb 17, 1999",463.4,463.4,463.4,463.4,0,-3.58%
2384,"Feb 18, 1999",467.63,467.63,467.63,467.63,0,0.91%
2385,"Feb 19, 1999",471.84,471.84,471.84,471.84,0,0.90%
2386,"Feb 22, 1999",488.82,488.82,488.82,488.82,0,3.60%
2387,"Feb 23, 1999",497.25,497.25,497.25,497.25,0,1.72%
2388,"Feb 24, 1999",486.18,486.18,486.18,486.18,0,-2.23%
2389,"Feb 25, 1999",481.28,481.28,481.28,481.28,0,-1.01%
2390,"Feb 26, 1999",465.45,465.45,465.45,465.45,0,-3.29%
2391,"Mar 01, 1999",464.88,464.88,464.88,464.88,0,-0.12%
2392,"Mar 02, 1999",453.45,453.45,453.45,453.45,0,-2.46%
2393,"Mar 03, 1999",457.67,457.67,457.67,457.67,0,0.93%
2394,"Mar 04, 1999",461.29,461.29,461.29,461.29,0,0.79%
2395,"Mar 05, 1999",473.43,473.43,473.43,473.43,0,2.63%
2396,"Mar 08, 1999",488.28,488.28,488.28,488.28,0,3.14%
2397,"Mar 09, 1999",485.34,485.34,485.34,485.34,0,-0.60%
2398,"Mar 10, 1999",484.61,484.61,484.61,484.61,0,-0.15%
2399,"Mar 11, 1999",484.23,484.23,484.23,484.23,0,-0.08%
2400,"Mar 12, 1999",475.78,475.78,475.78,475.78,0,-1.75%
2401,"Mar 15, 1999",487.33,487.33,487.33,487.33,0,2.43%
2402,"Mar 16, 1999",493.89,493.89,493.89,493.89,0,1.35%
2403,"Mar 17, 1999",491.89,491.89,491.89,491.89,0,-0.40%
2404,"Mar 18, 1999",497.94,497.94,497.94,497.94,0,1.23%
2405,"Mar 19, 1999",487.07,487.07,487.07,487.07,0,-2.18%
2406,"Mar 22, 1999",485.53,485.53,485.53,485.53,0,-0.32%
2407,"Mar 23, 1999",471.3,471.3,471.3,471.3,0,-2.93%
2408,"Mar 24, 1999",481.95,481.95,481.95,481.95,0,2.26%
2409,"Mar 25, 1999",495.24,495.24,495.24,495.24,0,2.76%
2410,"Mar 26, 1999",491.98,491.98,491.98,491.98,0,-0.66%
2411,"Mar 29, 1999",511.4,511.4,511.4,511.4,0,3.95%
2412,"Mar 30, 1999",512.72,512.72,512.72,512.72,0,0.26%
2413,"Mar 31, 1999",507.55,507.55,507.55,507.55,0,-1.01%
2414,"Apr 01, 1999",516.09,516.09,516.09,516.09,0,1.68%
2415,"Apr 05, 1999",537.57,537.57,537.57,537.57,0,4.16%
2416,"Apr 06, 1999",544.2,544.2,544.2,544.2,0,1.23%
2417,"Apr 07, 1999",540.92,540.92,540.92,540.92,0,-0.60%
2418,"Apr 08, 1999",545.22,545.22,545.22,545.22,0,0.79%
2419,"Apr 09, 1999",545.3,545.3,545.3,545.3,0,0.01%
2420,"Apr 12, 1999",528.61,528.61,528.61,528.61,0,-3.06%
2421,"Apr 13, 1999",518.3,518.3,518.3,518.3,0,-1.95%
2422,"Apr 14, 1999",505.4,505.4,505.4,505.4,0,-2.49%
2423,"Apr 15, 1999",506.58,506.58,506.58,506.58,0,0.23%
2424,"Apr 16, 1999",494.54,494.54,494.54,494.54,0,-2.38%
2425,"Apr 19, 1999",466.28,466.28,466.28,466.28,0,-5.71%
2426,"Apr 20, 1999",478.1,478.1,478.1,478.1,0,2.53%
2427,"Apr 21, 1999",493.64,493.64,493.64,493.64,0,3.25%
2428,"Apr 22, 1999",518.94,518.94,518.94,518.94,0,5.13%
2429,"Apr 23, 1999",524.16,524.16,524.16,524.16,0,1.01%
2430,"Apr 26, 1999",540.61,540.61,540.61,540.61,0,3.14%
2431,"Apr 27, 1999",528.91,528.91,528.91,528.91,0,-2.16%
2432,"Apr 28, 1999",516.14,516.14,516.14,516.14,0,-2.41%
2433,"Apr 29, 1999",507.82,507.82,507.82,507.82,0,-1.61%
2434,"Apr 30, 1999",513.17,513.17,513.17,513.17,0,1.05%
2435,"May 03, 1999",514.2,514.2,514.2,514.2,0,0.20%
2436,"May 04, 1999",502,502,502,502,0,-2.37%
2437,"May 05, 1999",508.62,508.62,508.62,508.62,0,1.32%
2438,"May 06, 1999",493.51,493.51,493.51,493.51,0,-2.97%
2439,"May 07, 1999",501.3,501.3,501.3,501.3,0,1.58%
2440,"May 10, 1999",510.2,510.2,510.2,510.2,0,1.78%
2441,"May 11, 1999",521.12,521.12,521.12,521.12,0,2.14%
2442,"May 12, 1999",532.19,532.19,532.19,532.19,0,2.12%
2443,"May 13, 1999",529.28,529.28,529.28,529.28,0,-0.55%
2444,"May 14, 1999",513.9,513.9,513.9,513.9,0,-2.91%
2445,"May 17, 1999",523.74,523.74,523.74,523.74,0,1.91%
2446,"May 18, 1999",527.67,527.67,527.67,527.67,0,0.75%
2447,"May 19, 1999",529.65,529.65,529.65,529.65,0,0.38%
2448,"May 20, 1999",520.13,520.13,520.13,520.13,0,-1.80%
2449,"May 21, 1999",514.79,514.79,514.79,514.79,0,-1.03%
2450,"May 24, 1999",503.18,503.18,503.18,503.18,0,-2.26%
2451,"May 25, 1999",487.59,487.59,487.59,487.59,0,-3.10%
2452,"May 26, 1999",501.46,501.46,501.46,501.46,0,2.84%
2453,"May 27, 1999",496.59,496.59,496.59,496.59,0,-0.97%
2454,"May 28, 1999",506.62,506.62,506.62,506.62,0,2.02%
2455,"Jun 01, 1999",492.46,492.46,492.46,492.46,0,-2.79%
2456,"Jun 02, 1999",499.21,499.21,499.21,499.21,0,1.37%
2457,"Jun 03, 1999",493.87,493.87,493.87,493.87,0,-1.07%
2458,"Jun 04, 1999",514.63,514.63,514.63,514.63,0,4.20%
2459,"Jun 07, 1999",522.4,522.4,522.4,522.4,0,1.51%
2460,"Jun 08, 1999",508.23,508.23,508.23,508.23,0,-2.71%
2461,"Jun 09, 1999",518.95,518.95,518.95,518.95,0,2.11%
2462,"Jun 10, 1999",510.59,510.59,510.59,510.59,0,-1.61%
2463,"Jun 11, 1999",503.47,503.47,503.47,503.47,0,-1.39%
2464,"Jun 14, 1999",497.71,497.71,497.71,497.71,0,-1.14%
2465,"Jun 15, 1999",502.82,502.82,502.82,502.82,0,1.03%
2466,"Jun 16, 1999",529.84,529.84,529.84,529.84,0,5.37%
2467,"Jun 17, 1999",534.19,534.19,534.19,534.19,0,0.82%
2468,"Jun 18, 1999",539.61,539.61,539.61,539.61,0,1.01%
2469,"Jun 21, 1999",556.42,556.42,556.42,556.42,0,3.12%
2470,"Jun 22, 1999",542.2,542.2,542.2,542.2,0,-2.56%
2471,"Jun 23, 1999",547.74,547.74,547.74,547.74,0,1.02%
2472,"Jun 24, 1999",536.17,536.17,536.17,536.17,0,-2.11%
2473,"Jun 25, 1999",536.78,536.78,536.78,536.78,0,0.11%
2474,"Jun 28, 1999",545.84,545.84,545.84,545.84,0,1.69%
2475,"Jun 29, 1999",555.58,555.58,555.58,555.58,0,1.78%
2476,"Jun 30, 1999",566.61,566.61,566.61,566.61,0,1.99%
2477,"Jul 01, 1999",574.51,574.51,574.51,574.51,0,1.39%
2478,"Jul 02, 1999",582.96,582.96,582.96,582.96,0,1.47%
2479,"Jul 06, 1999",580.34,580.34,580.34,580.34,0,-0.45%
2480,"Jul 07, 1999",587.57,587.57,587.57,587.57,0,1.25%
2481,"Jul 08, 1999",595.66,595.66,595.66,595.66,0,1.38%
2482,"Jul 09, 1999",603.92,603.92,603.92,603.92,0,1.39%
2483,"Jul 12, 1999",603.49,603.49,603.49,603.49,0,-0.07%
2484,"Jul 13, 1999",600.69,600.69,600.69,600.69,0,-0.46%
2485,"Jul 14, 1999",611.01,611.01,611.01,611.01,0,1.72%
2486,"Jul 15, 1999",615.43,615.43,615.43,615.43,0,0.72%
2487,"Jul 16, 1999",621.75,621.75,621.75,621.75,0,1.03%
2488,"Jul 19, 1999",613.48,613.48,613.48,613.48,0,-1.33%
2489,"Jul 20, 1999",583.4,583.4,583.4,583.4,0,-4.90%
2490,"Jul 21, 1999",589.49,589.49,589.49,589.49,0,1.04%
2491,"Jul 22, 1999",566.42,566.42,566.42,566.42,0,-3.91%
2492,"Jul 23, 1999",569.45,569.45,569.45,569.45,0,0.53%
2493,"Jul 26, 1999",554.57,554.57,554.57,554.57,0,-2.61%
2494,"Jul 27, 1999",571.5,571.5,571.5,571.5,0,3.05%
2495,"Jul 28, 1999",580.92,580.92,580.92,580.92,0,1.65%
2496,"Jul 29, 1999",566.03,566.03,566.03,566.03,0,-2.56%
2497,"Jul 30, 1999",562.7,562.7,562.7,562.7,0,-0.59%
2498,"Aug 02, 1999",561.98,561.98,561.98,561.98,0,-0.13%
2499,"Aug 03, 1999",557.77,557.77,557.77,557.77,0,-0.75%
2500,"Aug 04, 1999",552.4,552.4,552.4,552.4,0,-0.96%
